parking_id,city_zone,vehicle_type,entry_time,duration_minutes,hourly_rate,total_amount,payment_mode,violation,user_type
6377,Zone-C,Car,2024-03-28 05:00:00,-30,30,-15.0,Cash,Yes,Regular
6378,Zone-C,Car,2024-04-19 13:00:00,15,20,5.0,,No,Regular
6379,Zone-A,Bike,2024-06-29 13:00:00,15,40,10.0,Card,No,Visitor
6380,ZONE-B,car,2024-05-26 21:00:00,60,20,20.0,Card,Y,
6381,Zone-C,Bike,2024-02-14 21:00:00,120,20,40.0,,Yes,Visitor
6382,,EV,2024-04-27 23:00:00,30,30,15.0,upi,No,Visitor
6383,Zone-C,Bike,2024-06-30 23:00:00,30,40,20.0,Cash,YES,Visitor
6384,zone-a,Bike,2024-02-06 00:00:00,15,40,10.0,Cash,Y,Regular
6385,Zone-A,Car,2024-04-01 21:00:00,60,20,20.0,UPI,Yes,Regular
6386,Zone-C,car,2024-03-10 01:00:00,15,20,5.0,Cash,No,VISITOR
6387,ZONE-B,EV,2024-04-21 15:00:00,120,20,40.0,Card,N,Visitor
6388,Zone-C,Car,2024-07-26 11:00:00,60,30,30.0,Card,Y,Visitor
6389,Zone-C,Car,2024-03-03 09:00:00,60,40,40.0,UPI,Yes,Visitor
6390,Zone-C,Car,2024-03-09 05:00:00,60,30,30.0,UPI,No,Regular
6391,Zone-C,Car,2024-01-07 09:00:00,5,0,0.0,CARD,No,
6392,ZONE-B,Bike,2024-06-24 01:00:00,30,40,20.0,UPI,No,Regular
6393,,EV,2024-05-04 06:00:00,120,40,80.0,UPI,Yes,Visitor
6394,ZONE-B,Car,2024-05-26 13:00:00,60,30,30.0,CARD,,Visitor
6395,zone-a,EV,2024-07-13 05:00:00,-30,,-15.0,UPI,No,
6396,zone-a,EV,2024-04-02 22:00:00,15,40,10.0,Card,Yes,Visitor
6397,Zone A,Bike,2024-02-15 22:00:00,120,30,60.0,UPI,No,Visitor
6398,zone c,EV,2024-02-23 06:00:00,120,40,80.0,UPI,Yes,regular
6399,ZONE-B,Car,2024-05-27 05:00:00,15,20,5.0,Card,No,Regular
6400,ZONE-B,,2024-07-16 08:00:00,120,30,60.0,Cash,,VISITOR
6401,Zone-C,EV,2024-01-19 07:00:00,30,40,20.0,UPI,No,Visitor
6402,zone c,Car,2024-06-23 14:00:00,30,20,10.0,Card,No,VISITOR
6403,zone-a,car,2024-02-16 07:00:00,0,40,0.0,,Yes,VISITOR
6404,,Bike,,30,20,10.0,Cash,YES,
6405,ZONE-B,Bike,2024-06-21 21:00:00,60,30,30.0,UPI,Yes,VISITOR
6406,zone c,CAR,2024-07-22 10:00:00,15,,7.5,,Yes,Regular
6407,,Bike,2024-03-18 13:00:00,30,30,15.0,,Y,Visitor
6408,Zone-A,CAR,2024-02-10 09:00:00,60,40,40.0,UPI,Yes,Visitor
6409,Zone-A,EV,2024-02-22 18:00:00,30,,15.0,Cash,No,
6410,Zone-C,car,2024-03-15 22:00:00,-30,30,-15.0,Card,No,Visitor
6411,Zone-A,CAR,2024-05-27 13:00:00,30,0,0.0,Cash,,Regular
6412,ZONE-B,Bike,,60,30,30.0,,Yes,Regular
6413,Zone-C,Car,2024-04-02 03:00:00,30,40,20.0,Card,No,
6414,Zone-A,Car,2024-05-16 03:00:00,60,40,40.0,Cash,Y,Regular
6415,zone-a,Car,2024-05-15 07:00:00,30,40,20.0,Cash,Yes,VISITOR
6416,ZONE-B,Car,2024-07-20 22:00:00,120,20,40.0,upi,N,VISITOR
6417,Zone-A,Car,2024-07-20 20:00:00,30,40,20.0,,N,Visitor
6418,ZONE-B,Car,2024-06-29 18:00:00,120,40,80.0,Card,No,Visitor
6419,zone-a,EV,2024-03-16 01:00:00,15,30,7.5,,YES,Regular
6420,zone-a,Car,2024-07-01 07:00:00,-30,30,-15.0,UPI,Yes,Visitor
6421,ZONE-B,Bike,2024-06-28 20:00:00,0,,0.0,,Yes,VISITOR
6422,ZONE-B,,2024-07-19 16:00:00,60,20,20.0,UPI,Y,Regular
6423,Zone-A,,2024-05-08 22:00:00,60,30,30.0,,Y,Visitor
6424,ZONE-B,Car,2024-01-21 11:00:00,60,,30.0,Card,Yes,Visitor
6425,ZONE-B,EV,2024-07-13 01:00:00,15,40,10.0,CARD,No,
6426,Zone-A,car,2024-04-28 07:00:00,120,20,40.0,Cash,N,Regular
6427,Zone-A,Bike,2024-02-20 14:00:00,240,20,80.0,,,regular
6428,Zone-C,Bike,2024-02-20 01:00:00,60,40,40.0,,N,VISITOR
6429,Zone-C,Bike,2024-02-24 11:00:00,15,40,10.0,UPI,Yes,VISITOR
6430,Zone-A,car,2024-01-22 16:00:00,240,40,160.0,Cash,No,Visitor
6431,Zone-C,Car,2024-05-05 22:00:00,15,40,10.0,UPI,No,Visitor
6432,,Bike,2024-04-10 17:00:00,60,40,40.0,upi,No,VISITOR
6433,zone-a,EV,2024-02-21 22:00:00,15,40,10.0,Card,YES,regular
6434,Zone A,car,2024-01-24 07:00:00,-30,,-15.0,Card,Yes,regular
6435,zone-a,Bike,2024-06-01 23:00:00,5,20,1.67,UPI,N,regular
6436,Zone-C,Car,2024-06-19 14:00:00,120,30,60.0,,N,Regular
6437,Zone-A,Bike,2024-01-14 22:00:00,120,40,80.0,UPI,Yes,Regular
6438,ZONE-B,EV,2024-06-11 20:00:00,60,40,40.0,Card,,VISITOR
6439,ZONE-B,CAR,2024-01-13 02:00:00,120,20,40.0,UPI,No,Regular
6440,Zone-A,Bike,2024-03-07 22:00:00,30,20,10.0,UPI,No,regular
6441,zone-a,Bike,2024-03-09 17:00:00,240,40,160.0,,Yes,Regular
6442,zone c,Car,2024-05-31 03:00:00,15,20,5.0,CARD,Yes,regular
6443,Zone-C,Bike,2024-01-15 10:00:00,30,20,10.0,upi,No,Visitor
6444,ZONE-B,Bike,2024-01-06 16:00:00,30,0,0.0,Card,,Visitor
6445,ZONE-B,EV,2024-06-22 08:00:00,60,30,30.0,UPI,N,Visitor
6446,ZONE-B,Car,2024-05-16 06:00:00,-30,30,-15.0,UPI,,Visitor
6447,Zone-C,,2024-02-11 13:00:00,5,0,0.0,upi,,regular
6448,zone-a,Car,2024-06-24 10:00:00,30,,15.0,UPI,Y,Visitor
6449,zone-a,CAR,2024-07-24 15:00:00,15,40,10.0,Card,No,Regular
6450,zone c,Car,wrong_time,30,0,0.0,Card,N,VISITOR
6451,Zone-A,Bike,2024-06-08 08:00:00,15,20,5.0,CARD,No,VISITOR
6452,Zone-C,Bike,2024-01-06 07:00:00,240,40,160.0,Card,N,Visitor
6453,Zone-A,Car,2024-05-18 12:00:00,30,,15.0,Card,N,VISITOR
6454,zone-a,Car,2024-05-01 18:00:00,120,40,80.0,CARD,,Regular
6455,zone-a,CAR,2024-03-18 16:00:00,15,20,5.0,CARD,,Visitor
6456,Zone-C,,2024-02-18 22:00:00,5,30,2.5,upi,No,Regular
6457,Zone-A,car,2024-05-19 09:00:00,30,40,20.0,Card,No,VISITOR
6458,Zone-C,Bike,2024-05-15 13:00:00,60,20,20.0,UPI,No,Regular
6459,zone c,CAR,2024-04-17 19:00:00,15,30,7.5,Card,Yes,Visitor
6460,Zone A,,2024-05-15 20:00:00,30,40,20.0,,No,VISITOR
6461,zone c,,2024-03-14 02:00:00,5,20,1.67,UPI,No,Visitor
6462,Zone-A,Bike,2024-01-02 08:00:00,120,30,60.0,UPI,,regular
6463,Zone A,Bike,2024-05-14 19:00:00,120,,60.0,Cash,N,Visitor
6464,,,2024-04-17 08:00:00,5,40,3.33,,No,Regular
6465,Zone-A,Bike,2024-03-28 01:00:00,,40,40.0,UPI,,regular
6466,Zone-A,Bike,2024-05-11 09:00:00,15,20,5.0,CARD,No,VISITOR
6467,ZONE-B,Car,2024-03-25 20:00:00,5,40,3.33,UPI,Yes,Regular
6468,Zone-A,Bike,2024-05-17 03:00:00,120,40,80.0,,,regular
6469,ZONE-B,Bike,2024-04-24 00:00:00,15,40,10.0,Cash,No,Visitor
6470,Zone A,,2024-03-30 17:00:00,30,0,0.0,Cash,Yes,
6471,Zone A,Car,2024-04-27 13:00:00,60,40,40.0,Cash,Yes,VISITOR
6472,,Bike,2024-04-23 10:00:00,30,,15.0,Cash,No,Regular
6473,ZONE-B,EV,2024-05-15 15:00:00,15,30,7.5,Card,Yes,regular
6474,,Car,2024-01-14 23:00:00,120,30,60.0,UPI,Yes,Visitor
6475,Zone-A,Car,2024-04-17 08:00:00,15,30,7.5,Card,YES,Regular
6476,zone c,Car,2024-07-07 12:00:00,30,20,10.0,UPI,No,Regular
6477,zone-a,EV,2024-04-03 18:00:00,60,30,30.0,Card,,Visitor
6478,ZONE-B,Bike,2024-01-07 12:00:00,30,30,15.0,,No,Regular
6479,zone c,Bike,2024-01-24 17:00:00,120,40,80.0,UPI,Yes,Regular
6480,Zone-C,Car,2024-05-15 07:00:00,,30,30.0,Cash,No,Regular
6481,ZONE-B,CAR,2024-05-13 01:00:00,120,20,40.0,UPI,No,Visitor
6482,Zone-A,,2024-03-19 10:00:00,60,20,20.0,upi,Y,regular
6483,Zone-C,car,2024-04-11 10:00:00,60,30,30.0,UPI,YES,Regular
6484,,Car,2024-03-03 09:00:00,120,40,80.0,Cash,Yes,Regular
6485,Zone A,Bike,,120,40,80.0,Cash,Y,
6486,Zone-C,Car,2024-03-21 22:00:00,5,40,3.33,CARD,No,regular
6487,Zone-C,Bike,2024-05-25 03:00:00,0,30,0.0,Card,Yes,VISITOR
6488,Zone-A,Bike,2024-01-14 08:00:00,30,0,0.0,upi,Yes,VISITOR
6489,Zone-C,Bike,2024-04-13 11:00:00,30,20,10.0,UPI,YES,Visitor
6490,,car,2024-06-13 09:00:00,60,40,40.0,Card,No,Regular
6491,,Car,2024-02-28 23:00:00,60,30,30.0,UPI,No,regular
6492,,Bike,2024-06-18 08:00:00,30,40,20.0,Cash,No,regular
6493,zone c,Bike,2024-06-19 10:00:00,30,20,10.0,UPI,YES,Regular
6494,zone-a,,2024-02-12 14:00:00,120,30,60.0,Cash,Yes,VISITOR
6495,ZONE-B,EV,2024-04-14 21:00:00,30,20,10.0,UPI,YES,Regular
6496,,Bike,2024-06-30 19:00:00,0,30,0.0,Card,,VISITOR
6497,,Bike,2024-04-10 05:00:00,30,40,20.0,UPI,Yes,Visitor
6498,Zone-A,Bike,2024-06-17 01:00:00,120,30,60.0,Cash,,Regular
6499,Zone-A,Bike,2024-06-22 03:00:00,0,40,0.0,,Yes,Regular
6500,,Bike,2024-05-23 12:00:00,30,40,20.0,UPI,N,Regular
6501,ZONE-B,EV,2024-07-15 13:00:00,60,30,30.0,Card,,VISITOR
6502,Zone A,,,30,20,10.0,,No,
6503,Zone A,Car,2024-02-07 16:00:00,30,30,15.0,UPI,,regular
6504,Zone A,Bike,2024-05-24 01:00:00,-30,30,-15.0,upi,No,Visitor
6505,ZONE-B,,wrong_time,240,30,120.0,Cash,No,Visitor
6506,,Car,,15,30,7.5,Cash,Yes,Regular
6507,ZONE-B,Bike,2024-01-16 00:00:00,5,40,3.33,,,Regular
6508,,Bike,2024-05-11 02:00:00,0,40,0.0,,N,VISITOR
6509,ZONE-B,Car,2024-07-07 21:00:00,60,,30.0,,No,VISITOR
6510,zone c,Car,,15,40,10.0,UPI,N,VISITOR
6511,zone c,Car,2024-05-04 16:00:00,60,30,30.0,CARD,,
6512,Zone-C,Bike,2024-02-22 07:00:00,15,0,0.0,upi,Y,regular
6513,ZONE-B,Bike,2024-01-10 06:00:00,-30,30,-15.0,,,regular
6514,zone-a,Bike,2024-05-25 00:00:00,30,30,15.0,Cash,YES,Regular
6515,Zone-C,EV,2024-03-29 11:00:00,5,20,1.67,,Yes,Regular
6516,,EV,2024-05-14 06:00:00,120,0,0.0,,Y,Visitor
6517,Zone-A,Car,2024-04-05 03:00:00,60,0,0.0,UPI,Yes,Visitor
6518,zone-a,Bike,2024-02-21 08:00:00,30,40,20.0,Card,Yes,Regular
6519,Zone A,,2024-01-06 08:00:00,0,40,0.0,UPI,No,Visitor
6520,zone c,Bike,2024-01-08 03:00:00,15,40,10.0,CARD,No,Regular
6521,Zone-C,EV,2024-06-10 09:00:00,240,40,160.0,CARD,Y,Visitor
6522,Zone A,Bike,2024-04-20 05:00:00,30,40,20.0,Cash,N,VISITOR
6523,Zone-C,CAR,2024-07-14 19:00:00,0,40,0.0,Cash,No,Regular
6524,Zone-C,Bike,2024-07-07 04:00:00,30,40,20.0,upi,Y,VISITOR
6525,zone c,Car,2024-03-21 18:00:00,5,20,1.67,,No,VISITOR
6526,,Bike,2024-07-06 09:00:00,240,30,120.0,UPI,Y,Regular
6527,Zone-A,Car,2024-06-09 11:00:00,-30,20,-10.0,UPI,No,Visitor
6528,zone c,Car,2024-03-26 20:00:00,5,40,3.33,Cash,Yes,VISITOR
6529,ZONE-B,Car,2024-06-15 19:00:00,30,30,15.0,UPI,Yes,
6530,Zone-A,Bike,2024-04-22 14:00:00,5,30,2.5,UPI,N,
6531,Zone A,EV,2024-07-04 17:00:00,-30,40,-20.0,,,regular
6532,Zone-C,Bike,2024-02-22 00:00:00,30,20,10.0,Card,N,Regular
6533,Zone A,CAR,2024-06-09 01:00:00,120,20,40.0,UPI,No,Visitor
6534,zone c,Car,2024-05-05 12:00:00,,20,20.0,UPI,Y,Visitor
6535,Zone-A,EV,wrong_time,120,20,40.0,Card,No,Visitor
6536,zone c,EV,2024-06-03 18:00:00,60,20,20.0,Cash,Yes,Regular
6537,Zone-A,EV,,5,20,1.67,upi,No,
6538,Zone-A,Car,wrong_time,,40,40.0,UPI,N,Regular
6539,,Bike,2024-01-16 06:00:00,30,30,15.0,Cash,No,
6540,Zone A,Bike,2024-06-02 20:00:00,30,20,10.0,Cash,,Regular
6541,Zone A,EV,2024-02-14 11:00:00,60,40,40.0,Card,No,Regular
6542,Zone-A,Car,2024-03-05 17:00:00,15,20,5.0,Cash,No,VISITOR
6543,ZONE-B,EV,2024-04-16 07:00:00,30,40,20.0,,No,Regular
6544,,,2024-01-01 20:00:00,30,30,15.0,Cash,N,regular
6545,ZONE-B,Car,,5,20,1.67,upi,No,regular
6546,Zone-C,Car,2024-02-24 19:00:00,120,0,0.0,Cash,Yes,VISITOR
6547,,Car,2024-03-13 22:00:00,240,20,80.0,UPI,Yes,
6548,Zone-A,,2024-04-26 00:00:00,60,,30.0,,Yes,Visitor
6549,Zone-C,Bike,2024-03-10 13:00:00,0,,0.0,CARD,N,Visitor
6550,Zone-A,Bike,2024-07-25 19:00:00,15,30,7.5,CARD,No,Visitor
6551,,EV,2024-01-20 19:00:00,30,20,10.0,UPI,No,Visitor
6552,ZONE-B,EV,2024-01-23 23:00:00,120,0,0.0,UPI,YES,Regular
6553,ZONE-B,Car,2024-05-18 03:00:00,0,20,0.0,Cash,N,Regular
6554,,Bike,2024-06-19 06:00:00,60,40,40.0,upi,YES,Visitor
6555,ZONE-B,Bike,2024-02-21 04:00:00,120,30,60.0,Cash,No,regular
6556,Zone A,Bike,2024-02-22 15:00:00,240,0,0.0,Card,No,Visitor
6557,Zone-A,Car,2024-03-14 11:00:00,60,20,20.0,CARD,No,regular
6558,Zone-A,Car,2024-06-18 21:00:00,15,0,0.0,,N,
6559,ZONE-B,,2024-05-13 20:00:00,60,30,30.0,Cash,N,Regular
6560,ZONE-B,EV,2024-06-07 23:00:00,15,40,10.0,upi,No,Regular
6561,,Bike,2024-01-08 20:00:00,120,,60.0,Cash,No,Regular
6562,,Car,2024-04-16 19:00:00,-30,40,-20.0,UPI,No,VISITOR
6563,ZONE-B,EV,2024-07-22 15:00:00,60,30,30.0,UPI,Yes,
6564,,Bike,2024-01-25 08:00:00,60,40,40.0,upi,,Regular
6565,Zone-C,Bike,2024-02-20 09:00:00,15,0,0.0,upi,YES,
6566,,Bike,2024-05-03 06:00:00,,30,30.0,UPI,Y,
6567,zone c,Bike,2024-07-21 01:00:00,30,30,15.0,CARD,No,Regular
6568,ZONE-B,Car,2024-04-02 11:00:00,30,,15.0,Card,No,regular
6569,,Car,2024-07-07 06:00:00,0,20,0.0,Cash,N,Visitor
6570,Zone A,,2024-04-25 14:00:00,120,30,60.0,Cash,Yes,Regular
6571,Zone A,Bike,2024-04-03 18:00:00,5,20,1.67,upi,YES,Regular
6572,Zone-C,EV,2024-04-25 08:00:00,5,40,3.33,UPI,,Visitor
6573,ZONE-B,Bike,2024-03-29 18:00:00,15,,7.5,upi,Yes,VISITOR
6574,Zone-C,Bike,2024-01-08 10:00:00,30,20,10.0,UPI,YES,Regular
6575,Zone A,Car,2024-06-08 03:00:00,60,0,0.0,Cash,No,regular
6576,Zone-C,Bike,2024-01-29 01:00:00,15,40,10.0,Cash,Yes,Visitor
6577,Zone-C,Car,2024-06-28 20:00:00,240,30,120.0,Card,,Regular
6578,zone-a,EV,2024-03-18 05:00:00,30,30,15.0,upi,,Visitor
6579,ZONE-B,Car,2024-01-19 17:00:00,30,30,15.0,Cash,No,Visitor
6580,Zone-C,Bike,2024-01-10 22:00:00,240,0,0.0,Card,Y,regular
6581,zone c,Car,2024-04-29 13:00:00,240,20,80.0,Cash,N,Regular
6582,zone c,Car,2024-03-21 11:00:00,30,20,10.0,UPI,N,Visitor
6583,Zone A,,2024-02-13 06:00:00,120,20,40.0,,Yes,Visitor
6584,Zone-A,EV,2024-02-23 14:00:00,120,20,40.0,UPI,No,Regular
6585,,car,2024-02-01 23:00:00,240,40,160.0,,Yes,
6586,ZONE-B,Car,,15,40,10.0,Card,Yes,Visitor
6587,Zone-A,EV,2024-01-21 01:00:00,30,20,10.0,upi,No,VISITOR
6588,zone c,Bike,2024-05-23 06:00:00,240,20,80.0,Cash,,Visitor
6589,zone-a,Car,2024-05-05 16:00:00,0,30,0.0,UPI,Yes,Regular
6590,Zone-A,Car,2024-05-09 12:00:00,240,20,80.0,Cash,YES,regular
6591,ZONE-B,Bike,2024-04-07 17:00:00,30,0,0.0,UPI,Yes,regular
6592,Zone-C,EV,2024-06-10 21:00:00,30,40,20.0,,Y,VISITOR
6593,,car,2024-04-13 15:00:00,5,30,2.5,Cash,No,Visitor
6594,zone-a,Bike,2024-03-02 03:00:00,60,0,0.0,Card,Yes,VISITOR
6595,Zone-A,car,2024-06-03 22:00:00,60,40,40.0,,Y,Visitor
6596,Zone-A,Bike,2024-05-25 22:00:00,120,30,60.0,Cash,N,VISITOR
6597,zone-a,Bike,2024-03-17 18:00:00,240,30,120.0,UPI,No,VISITOR
6598,ZONE-B,Car,2024-01-23 20:00:00,,40,40.0,,Y,Regular
6599,zone c,Bike,2024-05-05 12:00:00,15,0,0.0,Cash,No,Visitor
6600,zone-a,EV,2024-02-02 01:00:00,120,40,80.0,Cash,No,Regular
6601,,car,2024-07-23 09:00:00,15,40,10.0,Card,N,VISITOR
6602,ZONE-B,Car,2024-06-16 03:00:00,0,30,0.0,Card,,regular
6603,zone c,EV,2024-07-24 15:00:00,30,0,0.0,Cash,No,
6604,Zone-A,Car,2024-01-17 05:00:00,240,30,120.0,upi,No,VISITOR
6605,zone-a,,2024-03-31 07:00:00,240,,120.0,UPI,YES,Visitor
6606,ZONE-B,EV,2024-04-19 16:00:00,30,40,20.0,,Y,Regular
6607,Zone A,Bike,2024-01-19 08:00:00,120,20,40.0,,YES,Visitor
6608,zone c,CAR,2024-05-18 10:00:00,60,30,30.0,Card,YES,Regular
6609,,Bike,2024-07-04 23:00:00,15,20,5.0,UPI,Y,Visitor
6610,ZONE-B,Bike,2024-05-27 16:00:00,5,40,3.33,UPI,N,Regular
6611,zone c,car,2024-03-04 10:00:00,120,40,80.0,Cash,Y,Regular
6612,ZONE-B,Bike,2024-06-19 14:00:00,60,20,20.0,Card,No,Regular
6613,Zone-C,car,2024-05-21 16:00:00,60,,30.0,,No,Visitor
6614,Zone A,car,2024-05-28 18:00:00,120,20,40.0,UPI,YES,Visitor
6615,Zone-C,Bike,2024-05-28 20:00:00,15,40,10.0,Card,No,regular
6616,Zone-A,Bike,2024-05-29 21:00:00,15,30,7.5,,,Visitor
6617,Zone-A,,2024-04-17 10:00:00,30,30,15.0,CARD,No,VISITOR
6618,zone-a,Bike,2024-03-09 17:00:00,120,20,40.0,Cash,No,Visitor
6619,ZONE-B,car,2024-07-13 21:00:00,15,,7.5,upi,No,Visitor
6620,Zone-C,Car,2024-05-30 02:00:00,15,20,5.0,UPI,No,VISITOR
6621,zone c,,2024-06-10 00:00:00,15,,7.5,Card,No,Regular
6622,Zone A,EV,2024-05-20 01:00:00,15,40,10.0,,Yes,Regular
6623,ZONE-B,,2024-06-27 11:00:00,30,0,0.0,Card,Yes,Visitor
6624,ZONE-B,car,2024-01-13 15:00:00,15,40,10.0,,No,Regular
6625,Zone-A,Car,2024-07-13 06:00:00,0,,0.0,upi,N,regular
6626,zone c,EV,2024-03-10 06:00:00,240,20,80.0,UPI,Y,
6627,ZONE-B,car,2024-02-11 06:00:00,60,40,40.0,UPI,Yes,Regular
6628,zone-a,EV,2024-05-27 12:00:00,60,30,30.0,,Y,Visitor
6629,ZONE-B,Car,2024-01-23 20:00:00,15,30,7.5,UPI,No,regular
6630,ZONE-B,Car,2024-04-29 14:00:00,120,20,40.0,,No,Regular
6631,,Bike,2024-04-15 14:00:00,60,,30.0,Cash,No,regular
6632,,car,2024-06-05 15:00:00,120,20,40.0,UPI,No,Visitor
6633,Zone-A,Car,2024-07-19 21:00:00,30,30,15.0,Cash,No,
6634,ZONE-B,Car,2024-01-03 10:00:00,30,20,10.0,Card,No,Regular
6635,ZONE-B,Bike,2024-02-12 12:00:00,30,20,10.0,,Yes,regular
6636,Zone-C,,2024-07-23 03:00:00,-30,40,-20.0,UPI,N,Regular
6637,Zone A,Car,2024-06-08 16:00:00,60,40,40.0,UPI,Yes,regular
6638,zone c,,2024-03-04 16:00:00,60,40,40.0,,Y,regular
6639,Zone-C,Bike,2024-05-07 19:00:00,15,40,10.0,upi,No,Regular
6640,Zone-A,CAR,2024-01-28 02:00:00,5,0,0.0,CARD,N,Visitor
6641,zone-a,Bike,2024-01-22 19:00:00,60,,30.0,Cash,No,VISITOR
6642,zone c,,2024-02-22 19:00:00,120,0,0.0,Card,YES,regular
6643,Zone-C,Bike,2024-02-20 15:00:00,120,,60.0,UPI,Yes,VISITOR
6644,Zone-C,Bike,2024-06-30 06:00:00,0,40,0.0,UPI,No,VISITOR
6645,Zone-A,Car,2024-03-03 13:00:00,60,40,40.0,Cash,,Regular
6646,,EV,wrong_time,60,20,20.0,UPI,Yes,VISITOR
6647,Zone-C,Bike,2024-07-28 13:00:00,-30,0,-0.0,Cash,No,regular
6648,ZONE-B,Car,2024-06-14 03:00:00,30,30,15.0,upi,,Visitor
6649,Zone A,Bike,2024-07-21 21:00:00,-30,30,-15.0,Card,,Visitor
6650,Zone-A,Bike,2024-04-20 00:00:00,5,0,0.0,Cash,,Regular
6651,,Bike,2024-06-19 07:00:00,30,0,0.0,Cash,YES,Regular
6652,Zone-C,Car,2024-04-30 00:00:00,60,0,0.0,Cash,Yes,Visitor
6653,zone-a,Car,2024-02-14 04:00:00,60,,30.0,UPI,No,Visitor
6654,Zone-C,Car,2024-05-09 05:00:00,60,,30.0,UPI,Y,Regular
6655,,Bike,2024-07-01 02:00:00,240,30,120.0,Card,No,Regular
6656,ZONE-B,Bike,2024-05-01 01:00:00,60,30,30.0,,YES,Regular
6657,ZONE-B,CAR,2024-05-07 02:00:00,,40,40.0,Card,No,
6658,zone-a,EV,2024-03-05 08:00:00,5,30,2.5,CARD,YES,Visitor
6659,zone-a,,2024-07-04 06:00:00,5,20,1.67,UPI,N,VISITOR
6660,Zone-A,,2024-01-28 08:00:00,15,40,10.0,,Yes,Regular
6661,ZONE-B,Car,2024-04-25 18:00:00,120,20,40.0,Cash,Yes,Regular
6662,ZONE-B,Car,2024-03-01 00:00:00,240,20,80.0,Cash,No,Regular
6663,Zone-A,Bike,2024-01-06 03:00:00,60,0,0.0,Cash,Yes,Regular
6664,Zone-A,,2024-01-10 00:00:00,15,30,7.5,UPI,,VISITOR
6665,zone c,,2024-01-21 02:00:00,5,40,3.33,upi,YES,Regular
6666,zone-a,,2024-04-05 10:00:00,120,0,0.0,Card,Yes,Visitor
6667,,Car,2024-04-21 18:00:00,30,20,10.0,Cash,N,Visitor
6668,zone-a,Bike,2024-05-10 23:00:00,240,30,120.0,Card,No,regular
6669,Zone-A,Car,2024-03-19 06:00:00,,,30.0,UPI,,regular
6670,Zone-A,EV,2024-06-07 08:00:00,30,0,0.0,UPI,No,Visitor
6671,ZONE-B,,2024-04-07 07:00:00,120,40,80.0,UPI,No,Regular
6672,zone-a,Car,2024-01-15 08:00:00,15,40,10.0,UPI,No,Regular
6673,Zone-C,EV,2024-04-25 11:00:00,30,30,15.0,Card,No,Visitor
6674,,Bike,2024-07-14 15:00:00,-30,40,-20.0,UPI,No,VISITOR
6675,ZONE-B,Car,2024-07-06 21:00:00,120,,60.0,UPI,YES,Regular
6676,Zone-C,EV,wrong_time,30,30,15.0,upi,No,Visitor
6677,ZONE-B,Bike,2024-05-17 09:00:00,15,30,7.5,,YES,
6678,Zone A,car,2024-06-05 23:00:00,60,30,30.0,,No,regular
6679,Zone-C,Car,2024-05-20 02:00:00,120,0,0.0,Cash,No,Regular
6680,ZONE-B,car,,60,20,20.0,Cash,Yes,Visitor
6681,Zone A,,wrong_time,15,30,7.5,Card,Yes,Regular
6682,zone c,Car,2024-01-28 11:00:00,15,,7.5,UPI,Y,Regular
6683,Zone-C,Bike,2024-01-17 11:00:00,240,20,80.0,Card,Yes,
6684,,Car,2024-04-17 15:00:00,240,40,160.0,,Y,Visitor
6685,zone c,EV,2024-02-03 17:00:00,30,20,10.0,UPI,Yes,Regular
6686,zone-a,Car,2024-05-01 12:00:00,60,,30.0,Cash,No,VISITOR
6687,Zone A,Car,2024-07-18 13:00:00,5,20,1.67,Cash,Yes,Regular
6688,Zone-A,Bike,2024-02-11 16:00:00,120,20,40.0,UPI,No,VISITOR
6689,zone-a,Bike,2024-01-20 14:00:00,15,20,5.0,UPI,,regular
6690,,car,2024-06-02 15:00:00,-30,0,-0.0,CARD,No,Regular
6691,Zone-A,Bike,2024-05-26 07:00:00,30,20,10.0,Card,YES,Regular
6692,,car,2024-07-14 23:00:00,15,30,7.5,UPI,No,Visitor
6693,Zone-A,CAR,2024-05-23 15:00:00,60,,30.0,UPI,No,Visitor
6694,ZONE-B,,2024-06-30 17:00:00,60,40,40.0,upi,,Regular
6695,Zone-C,EV,2024-01-29 07:00:00,120,20,40.0,CARD,Yes,Regular
6696,Zone-A,,2024-06-17 08:00:00,120,40,80.0,Cash,N,regular
6697,ZONE-B,car,2024-07-14 23:00:00,240,40,160.0,UPI,Yes,
6698,ZONE-B,EV,2024-03-12 01:00:00,240,30,120.0,Cash,Y,Visitor
6699,Zone-C,Bike,2024-02-16 15:00:00,30,40,20.0,Cash,Yes,Visitor
6700,ZONE-B,Bike,2024-04-05 13:00:00,,40,40.0,CARD,No,Regular
6701,ZONE-B,,2024-01-10 21:00:00,5,,2.5,UPI,No,regular
6702,zone c,CAR,2024-06-23 04:00:00,60,20,20.0,CARD,Y,Regular
6703,Zone-C,Bike,2024-03-13 11:00:00,30,,15.0,Card,Yes,Regular
6704,ZONE-B,Car,2024-03-30 11:00:00,30,,15.0,UPI,Y,Visitor
6705,Zone-C,,2024-07-07 16:00:00,30,40,20.0,upi,,VISITOR
6706,,Car,2024-02-29 11:00:00,,20,20.0,Cash,Yes,VISITOR
6707,,Car,2024-03-01 01:00:00,120,,60.0,UPI,No,Regular
6708,ZONE-B,Bike,2024-04-14 20:00:00,15,,7.5,Card,No,Regular
6709,,EV,2024-03-13 03:00:00,15,40,10.0,UPI,Y,Regular
6710,,,2024-02-22 11:00:00,30,0,0.0,Cash,No,Regular
