parking_id,city_zone,vehicle_type,entry_time,duration_minutes,hourly_rate,total_amount,payment_mode,violation,user_type,hour,day,weekday,month
5353,ZONE-A,CAR,2024-05-28 18:00:00,60.0,30.0,30.0,CASH,NO,REGULAR,18,28,Tuesday,May
5356,ZONE-A,EV,2024-03-18 03:00:00,15.0,20.0,5.0,UPI,NO,REGULAR,3,18,Monday,March
5357,ZONE-C,UNKNOWN,2024-06-09 14:00:00,30.0,40.0,20.0,CARD,NO,REGULAR,14,9,Sunday,June
5358,ZONE-A,CAR,2024-03-03 05:00:00,30.0,20.0,10.0,CASH,YES,REGULAR,5,3,Sunday,March
5359,UNKNOWN,CAR,2024-05-14 00:00:00,5.0,20.0,1.67,CARD,NO,VISITOR,0,14,Tuesday,May
5360,ZONE-B,CAR,2024-03-02 21:00:00,30.0,30.0,15.0,CASH,NO,REGULAR,21,2,Saturday,March
5361,ZONE-C,CAR,2024-04-12 17:00:00,15.0,40.0,10.0,CASH,YES,VISITOR,17,12,Friday,April
5364,ZONE-B,CAR,2024-05-29 15:00:00,30.0,40.0,20.0,CASH,NO,VISITOR,15,29,Wednesday,May
5368,ZONE-C,CAR,2024-03-21 07:00:00,30.0,30.0,15.0,UNKNOWN,NO,REGULAR,7,21,Thursday,March
5369,ZONE-C,CAR,2024-02-07 18:00:00,240.0,30.0,120.0,UNKNOWN,NO,REGULAR,18,7,Wednesday,February
5371,ZONE-A,CAR,2024-05-04 04:00:00,60.0,40.0,40.0,CARD,NO,UNKNOWN,4,4,Saturday,May
5372,ZONE-A,EV,2024-07-21 20:00:00,5.0,20.0,1.67,UPI,NO,VISITOR,20,21,Sunday,July
5373,ZONE-A,BIKE,2024-05-24 00:00:00,240.0,30.0,120.0,UPI,YES,VISITOR,0,24,Friday,May
5375,UNKNOWN,BIKE,2024-02-12 22:00:00,15.0,20.0,5.0,CARD,YES,REGULAR,22,12,Monday,February
5376,ZONE-A,CAR,2024-07-03 13:00:00,15.0,40.0,10.0,UPI,NO,UNKNOWN,13,3,Wednesday,July
5377,ZONE-C,BIKE,2024-01-31 07:00:00,60.0,40.0,40.0,CASH,NO,VISITOR,7,31,Wednesday,January
5378,ZONE-A,EV,2024-07-10 12:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,12,10,Wednesday,July
5380,ZONE-C,BIKE,2024-02-05 21:00:00,30.0,30.0,15.0,UPI,YES,REGULAR,21,5,Monday,February
5381,ZONE-B,EV,2024-07-22 12:00:00,240.0,30.0,120.0,CARD,YES,VISITOR,12,22,Monday,July
5382,ZONE-B,BIKE,2024-05-15 13:00:00,15.0,30.0,7.5,CASH,NO,VISITOR,13,15,Wednesday,May
5383,ZONE-A,UNKNOWN,2024-04-01 13:00:00,60.0,30.0,30.0,CASH,YES,REGULAR,13,1,Monday,April
5384,ZONE-C,UNKNOWN,2024-01-23 20:00:00,60.0,20.0,20.0,CASH,NO,VISITOR,20,23,Tuesday,January
5386,ZONE-C,BIKE,2024-03-12 22:00:00,30.0,20.0,10.0,UNKNOWN,NO,REGULAR,22,12,Tuesday,March
5389,ZONE-A,EV,2024-07-20 05:00:00,30.0,20.0,10.0,CARD,YES,REGULAR,5,20,Saturday,July
5390,ZONE-C,CAR,2024-06-06 03:00:00,30.0,40.0,20.0,CARD,NO,VISITOR,3,6,Thursday,June
5391,ZONE-C,EV,2024-04-30 03:00:00,240.0,40.0,160.0,CASH,NO,VISITOR,3,30,Tuesday,April
5392,ZONE-C,BIKE,2024-06-16 12:00:00,240.0,20.0,80.0,CASH,YES,REGULAR,12,16,Sunday,June
5394,ZONE-C,EV,2024-07-24 12:00:00,240.0,30.0,120.0,CARD,NO,REGULAR,12,24,Wednesday,July
5395,ZONE-C,UNKNOWN,2024-04-06 09:00:00,60.0,20.0,20.0,CASH,NO,UNKNOWN,9,6,Saturday,April
5396,ZONE-C,EV,2024-01-02 23:00:00,15.0,30.0,7.5,UNKNOWN,YES,REGULAR,23,2,Tuesday,January
5397,ZONE-A,BIKE,2024-07-03 08:00:00,15.0,30.0,7.5,CARD,NO,VISITOR,8,3,Wednesday,July
5398,ZONE-A,BIKE,2024-01-01 13:00:00,120.0,30.0,60.0,UPI,NO,VISITOR,13,1,Monday,January
5399,UNKNOWN,EV,2024-03-05 19:00:00,5.0,20.0,1.67,UPI,NO,REGULAR,19,5,Tuesday,March
5400,UNKNOWN,CAR,2024-03-01 12:00:00,120.0,30.0,60.0,UNKNOWN,NO,VISITOR,12,1,Friday,March
5401,UNKNOWN,CAR,2024-06-13 13:00:00,15.0,30.0,7.5,UNKNOWN,YES,REGULAR,13,13,Thursday,June
5402,ZONE-C,EV,2024-05-26 22:00:00,15.0,20.0,5.0,UPI,YES,VISITOR,22,26,Sunday,May
5403,UNKNOWN,CAR,2024-01-10 08:00:00,30.0,30.0,15.0,UPI,NO,REGULAR,8,10,Wednesday,January
5405,ZONE-B,CAR,2024-01-03 06:00:00,60.0,20.0,20.0,UPI,YES,REGULAR,6,3,Wednesday,January
5406,ZONE-A,EV,2024-02-19 20:00:00,15.0,30.0,7.5,CARD,YES,UNKNOWN,20,19,Monday,February
5407,ZONE-A,CAR,2024-02-23 23:00:00,60.0,40.0,40.0,CASH,YES,VISITOR,23,23,Friday,February
5408,ZONE-A,UNKNOWN,2024-04-17 12:00:00,240.0,20.0,80.0,CASH,NO,REGULAR,12,17,Wednesday,April
5409,ZONE-C,BIKE,2024-01-21 13:00:00,30.0,40.0,20.0,UPI,YES,REGULAR,13,21,Sunday,January
5410,ZONE-A,BIKE,2024-01-08 09:00:00,15.0,20.0,5.0,UPI,NO,VISITOR,9,8,Monday,January
5411,ZONE-B,BIKE,2024-01-01 01:00:00,60.0,40.0,40.0,UNKNOWN,NO,VISITOR,1,1,Monday,January
5412,ZONE-B,CAR,2024-04-28 14:00:00,240.0,40.0,160.0,UPI,YES,VISITOR,14,28,Sunday,April
5413,ZONE-B,BIKE,2024-06-15 22:00:00,60.0,40.0,40.0,CASH,NO,REGULAR,22,15,Saturday,June
5414,ZONE-C,EV,2024-07-02 22:00:00,30.0,40.0,20.0,CASH,NO,VISITOR,22,2,Tuesday,July
5416,ZONE-C,EV,2024-03-15 01:00:00,60.0,20.0,20.0,CARD,NO,REGULAR,1,15,Friday,March
5417,ZONE-C,EV,2024-06-15 01:00:00,120.0,30.0,60.0,UPI,YES,REGULAR,1,15,Saturday,June
5418,ZONE-A,CAR,2024-07-24 04:00:00,15.0,30.0,7.5,CARD,YES,UNKNOWN,4,24,Wednesday,July
5419,UNKNOWN,UNKNOWN,2024-04-28 03:00:00,60.0,40.0,40.0,UPI,YES,REGULAR,3,28,Sunday,April
5420,ZONE-A,UNKNOWN,2024-05-19 12:00:00,60.0,30.0,30.0,CARD,NO,VISITOR,12,19,Sunday,May
5421,UNKNOWN,CAR,2024-05-09 15:00:00,5.0,40.0,3.33,CASH,NO,REGULAR,15,9,Thursday,May
5422,UNKNOWN,BIKE,2024-01-24 02:00:00,30.0,30.0,15.0,UNKNOWN,YES,REGULAR,2,24,Wednesday,January
5423,ZONE-A,BIKE,2024-02-11 17:00:00,5.0,30.0,2.5,UPI,NO,VISITOR,17,11,Sunday,February
5424,ZONE-B,CAR,2024-04-23 11:00:00,60.0,20.0,20.0,CASH,YES,REGULAR,11,23,Tuesday,April
5425,ZONE-A,CAR,2024-05-18 11:00:00,15.0,20.0,5.0,CASH,NO,REGULAR,11,18,Saturday,May
5427,ZONE-B,CAR,2024-07-19 01:00:00,120.0,30.0,60.0,CASH,YES,REGULAR,1,19,Friday,July
5429,ZONE-B,CAR,2024-03-10 04:00:00,5.0,30.0,2.5,CARD,YES,VISITOR,4,10,Sunday,March
5430,ZONE-A,EV,2024-02-26 13:00:00,30.0,20.0,10.0,UNKNOWN,NO,REGULAR,13,26,Monday,February
5431,ZONE-C,CAR,2024-04-15 11:00:00,60.0,20.0,20.0,CASH,NO,VISITOR,11,15,Monday,April
5432,ZONE-A,UNKNOWN,2024-03-28 12:00:00,120.0,30.0,60.0,CARD,YES,VISITOR,12,28,Thursday,March
5433,ZONE-A,EV,2024-04-18 17:00:00,30.0,40.0,20.0,CARD,NO,REGULAR,17,18,Thursday,April
5434,UNKNOWN,BIKE,2024-06-27 15:00:00,60.0,20.0,20.0,CASH,YES,REGULAR,15,27,Thursday,June
5435,ZONE-A,CAR,2024-05-28 19:00:00,60.0,40.0,40.0,CARD,YES,REGULAR,19,28,Tuesday,May
5436,UNKNOWN,BIKE,2024-07-23 20:00:00,30.0,40.0,20.0,CASH,YES,REGULAR,20,23,Tuesday,July
5437,ZONE-A,CAR,2024-02-11 15:00:00,60.0,30.0,30.0,CASH,YES,UNKNOWN,15,11,Sunday,February
5438,ZONE-A,EV,2024-03-18 17:00:00,60.0,40.0,40.0,UPI,NO,VISITOR,17,18,Monday,March
5439,ZONE-B,CAR,2024-05-16 19:00:00,15.0,40.0,10.0,UNKNOWN,YES,REGULAR,19,16,Thursday,May
5440,UNKNOWN,BIKE,2024-05-25 17:00:00,120.0,20.0,40.0,UPI,YES,REGULAR,17,25,Saturday,May
5441,ZONE-B,CAR,2024-05-31 03:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,3,31,Friday,May
5442,ZONE-C,CAR,2024-02-28 16:00:00,15.0,30.0,7.5,CARD,YES,VISITOR,16,28,Wednesday,February
5443,ZONE-A,EV,2024-01-27 02:00:00,5.0,30.0,2.5,UPI,YES,REGULAR,2,27,Saturday,January
5444,ZONE-A,CAR,2024-07-08 16:00:00,120.0,20.0,40.0,CASH,NO,REGULAR,16,8,Monday,July
5445,UNKNOWN,BIKE,2024-04-20 23:00:00,30.0,20.0,10.0,UPI,YES,VISITOR,23,20,Saturday,April
5447,ZONE-C,CAR,2024-07-15 05:00:00,60.0,40.0,40.0,CARD,NO,REGULAR,5,15,Monday,July
5448,ZONE-A,CAR,2024-05-06 15:00:00,60.0,20.0,20.0,CARD,NO,REGULAR,15,6,Monday,May
5449,ZONE-A,BIKE,2024-07-21 02:00:00,60.0,40.0,40.0,CARD,YES,REGULAR,2,21,Sunday,July
5450,ZONE-C,BIKE,2024-03-30 23:00:00,30.0,20.0,10.0,UNKNOWN,NO,REGULAR,23,30,Saturday,March
5451,ZONE-A,UNKNOWN,2024-05-27 15:00:00,60.0,20.0,20.0,CARD,NO,REGULAR,15,27,Monday,May
5453,ZONE-C,EV,2024-03-13 06:00:00,120.0,30.0,60.0,CARD,YES,VISITOR,6,13,Wednesday,March
5454,ZONE-C,BIKE,2024-06-29 20:00:00,30.0,20.0,10.0,CASH,YES,REGULAR,20,29,Saturday,June
5455,ZONE-A,UNKNOWN,2024-06-28 11:00:00,30.0,30.0,15.0,UPI,YES,REGULAR,11,28,Friday,June
5456,ZONE-B,BIKE,2024-06-22 15:00:00,60.0,30.0,30.0,CASH,NO,VISITOR,15,22,Saturday,June
5459,ZONE-A,CAR,2024-01-31 11:00:00,60.0,30.0,30.0,UPI,NO,REGULAR,11,31,Wednesday,January
5460,UNKNOWN,BIKE,2024-03-12 21:00:00,60.0,40.0,40.0,UPI,YES,REGULAR,21,12,Tuesday,March
5461,ZONE-C,EV,2024-03-27 00:00:00,15.0,20.0,5.0,CARD,YES,VISITOR,0,27,Wednesday,March
5462,ZONE-C,UNKNOWN,2024-01-14 17:00:00,30.0,30.0,15.0,CARD,NO,VISITOR,17,14,Sunday,January
5463,ZONE-C,CAR,2024-03-16 00:00:00,240.0,30.0,120.0,UPI,NO,VISITOR,0,16,Saturday,March
5464,ZONE-B,BIKE,2024-02-10 03:00:00,240.0,40.0,160.0,CASH,NO,VISITOR,3,10,Saturday,February
5465,ZONE-C,EV,2024-06-05 23:00:00,60.0,30.0,30.0,UPI,NO,VISITOR,23,5,Wednesday,June
5466,ZONE-C,UNKNOWN,2024-01-04 09:00:00,30.0,20.0,10.0,CARD,NO,REGULAR,9,4,Thursday,January
5467,UNKNOWN,CAR,2024-04-07 10:00:00,60.0,30.0,30.0,UPI,NO,REGULAR,10,7,Sunday,April
5468,ZONE-A,BIKE,2024-01-13 09:00:00,15.0,40.0,10.0,UPI,YES,REGULAR,9,13,Saturday,January
5469,ZONE-C,BIKE,2024-06-22 21:00:00,60.0,20.0,20.0,UPI,YES,VISITOR,21,22,Saturday,June
5470,UNKNOWN,UNKNOWN,2024-06-17 12:00:00,60.0,20.0,20.0,UPI,YES,REGULAR,12,17,Monday,June
5471,ZONE-C,EV,2024-05-02 00:00:00,15.0,30.0,7.5,UPI,NO,UNKNOWN,0,2,Thursday,May
5472,ZONE-C,CAR,2024-03-24 13:00:00,60.0,30.0,30.0,CARD,YES,VISITOR,13,24,Sunday,March
5473,ZONE-B,BIKE,2024-01-18 06:00:00,30.0,40.0,20.0,UPI,NO,REGULAR,6,18,Thursday,January
5474,ZONE-A,EV,2024-06-15 07:00:00,60.0,40.0,40.0,CARD,NO,REGULAR,7,15,Saturday,June
5475,ZONE-A,CAR,2024-07-26 01:00:00,5.0,20.0,1.67,CARD,NO,VISITOR,1,26,Friday,July
5476,ZONE-C,CAR,2024-01-12 23:00:00,30.0,30.0,15.0,UPI,NO,VISITOR,23,12,Friday,January
5477,ZONE-C,CAR,2024-04-01 02:00:00,15.0,30.0,7.5,UPI,YES,VISITOR,2,1,Monday,April
5478,ZONE-B,BIKE,2024-01-15 05:00:00,240.0,40.0,160.0,UNKNOWN,YES,REGULAR,5,15,Monday,January
5479,ZONE-B,CAR,2024-05-29 22:00:00,15.0,40.0,10.0,UPI,NO,REGULAR,22,29,Wednesday,May
5480,ZONE-B,CAR,2024-02-02 14:00:00,30.0,30.0,15.0,UNKNOWN,YES,VISITOR,14,2,Friday,February
5481,ZONE-B,CAR,2024-01-05 16:00:00,30.0,40.0,20.0,UPI,YES,VISITOR,16,5,Friday,January
5482,ZONE-B,EV,2024-07-25 18:00:00,240.0,40.0,160.0,UPI,YES,REGULAR,18,25,Thursday,July
5485,ZONE-C,BIKE,2024-03-29 02:00:00,60.0,20.0,20.0,CASH,YES,VISITOR,2,29,Friday,March
5486,ZONE-A,CAR,2024-04-15 12:00:00,60.0,30.0,30.0,UPI,YES,REGULAR,12,15,Monday,April
5487,ZONE-C,UNKNOWN,2024-05-31 19:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,19,31,Friday,May
5488,ZONE-C,CAR,2024-04-01 09:00:00,60.0,40.0,40.0,UNKNOWN,NO,VISITOR,9,1,Monday,April
5489,ZONE-B,BIKE,2024-05-29 14:00:00,30.0,40.0,20.0,CARD,YES,REGULAR,14,29,Wednesday,May
5490,UNKNOWN,BIKE,2024-06-12 22:00:00,15.0,30.0,7.5,UPI,NO,VISITOR,22,12,Wednesday,June
5491,ZONE-C,CAR,2024-05-23 11:00:00,60.0,20.0,20.0,UNKNOWN,NO,REGULAR,11,23,Thursday,May
5493,ZONE-A,BIKE,2024-01-08 12:00:00,5.0,20.0,1.67,UPI,YES,UNKNOWN,12,8,Monday,January
5494,ZONE-A,CAR,2024-06-25 21:00:00,120.0,40.0,80.0,UNKNOWN,YES,VISITOR,21,25,Tuesday,June
5495,ZONE-C,EV,2024-03-29 23:00:00,240.0,40.0,160.0,CASH,YES,VISITOR,23,29,Friday,March
5496,ZONE-C,BIKE,2024-01-11 03:00:00,15.0,20.0,5.0,UPI,NO,REGULAR,3,11,Thursday,January
5497,ZONE-C,CAR,2024-03-25 20:00:00,240.0,30.0,120.0,UNKNOWN,NO,VISITOR,20,25,Monday,March
5498,ZONE-C,CAR,2024-04-08 08:00:00,60.0,20.0,20.0,CARD,NO,VISITOR,8,8,Monday,April
5500,ZONE-A,EV,2024-04-27 10:00:00,120.0,30.0,60.0,UNKNOWN,NO,VISITOR,10,27,Saturday,April
5501,ZONE-A,EV,2024-06-04 03:00:00,60.0,20.0,20.0,CASH,YES,UNKNOWN,3,4,Tuesday,June
5503,ZONE-C,BIKE,2024-03-02 09:00:00,240.0,40.0,160.0,CASH,YES,UNKNOWN,9,2,Saturday,March
5504,ZONE-B,BIKE,2024-04-20 03:00:00,120.0,40.0,80.0,CARD,NO,UNKNOWN,3,20,Saturday,April
5505,UNKNOWN,CAR,2024-03-30 03:00:00,5.0,40.0,3.33,UPI,YES,REGULAR,3,30,Saturday,March
5506,ZONE-B,BIKE,2024-05-13 20:00:00,30.0,40.0,20.0,UPI,NO,REGULAR,20,13,Monday,May
5507,ZONE-C,UNKNOWN,2024-02-16 17:00:00,30.0,30.0,15.0,CARD,NO,REGULAR,17,16,Friday,February
5508,ZONE-A,CAR,2024-02-12 14:00:00,30.0,30.0,15.0,CARD,YES,REGULAR,14,12,Monday,February
5509,ZONE-C,EV,2024-06-24 14:00:00,15.0,20.0,5.0,CASH,NO,REGULAR,14,24,Monday,June
5510,UNKNOWN,UNKNOWN,2024-04-03 04:00:00,15.0,30.0,7.5,UPI,YES,REGULAR,4,3,Wednesday,April
5511,ZONE-A,BIKE,2024-01-01 20:00:00,30.0,20.0,10.0,UPI,NO,REGULAR,20,1,Monday,January
5512,UNKNOWN,CAR,2024-03-12 14:00:00,15.0,20.0,5.0,UPI,YES,UNKNOWN,14,12,Tuesday,March
5515,ZONE-A,EV,2024-02-20 21:00:00,60.0,20.0,20.0,UPI,YES,VISITOR,21,20,Tuesday,February
5516,ZONE-C,CAR,2024-07-08 21:00:00,240.0,40.0,160.0,UPI,NO,REGULAR,21,8,Monday,July
5517,ZONE-C,CAR,2024-03-25 05:00:00,120.0,30.0,60.0,UPI,NO,VISITOR,5,25,Monday,March
5518,UNKNOWN,BIKE,2024-06-05 05:00:00,120.0,30.0,60.0,UNKNOWN,YES,REGULAR,5,5,Wednesday,June
5519,ZONE-A,EV,2024-02-28 15:00:00,5.0,20.0,1.67,CASH,NO,VISITOR,15,28,Wednesday,February
5520,ZONE-A,CAR,2024-04-25 13:00:00,30.0,40.0,20.0,UNKNOWN,NO,VISITOR,13,25,Thursday,April
5521,ZONE-A,BIKE,2024-03-18 03:00:00,5.0,20.0,1.67,UNKNOWN,YES,REGULAR,3,18,Monday,March
5522,ZONE-C,CAR,2024-03-05 14:00:00,60.0,40.0,40.0,UPI,NO,UNKNOWN,14,5,Tuesday,March
5523,UNKNOWN,CAR,2024-06-04 12:00:00,240.0,30.0,120.0,CARD,YES,REGULAR,12,4,Tuesday,June
5524,ZONE-C,BIKE,2024-03-24 23:00:00,5.0,30.0,2.5,CARD,YES,VISITOR,23,24,Sunday,March
5525,ZONE-B,BIKE,2024-02-14 09:00:00,30.0,30.0,15.0,UPI,NO,VISITOR,9,14,Wednesday,February
5526,ZONE-C,BIKE,2024-01-17 23:00:00,120.0,20.0,40.0,CARD,YES,UNKNOWN,23,17,Wednesday,January
5529,UNKNOWN,EV,2024-06-02 10:00:00,15.0,30.0,7.5,CARD,NO,UNKNOWN,10,2,Sunday,June
5530,ZONE-B,BIKE,2024-04-23 15:00:00,240.0,30.0,120.0,UPI,NO,VISITOR,15,23,Tuesday,April
5531,ZONE-C,UNKNOWN,2024-03-28 22:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,22,28,Thursday,March
5532,ZONE-A,CAR,2024-02-01 05:00:00,60.0,20.0,20.0,CASH,YES,REGULAR,5,1,Thursday,February
5533,ZONE-C,BIKE,2024-01-26 18:00:00,120.0,40.0,80.0,UNKNOWN,YES,VISITOR,18,26,Friday,January
5534,ZONE-A,CAR,2024-07-12 12:00:00,30.0,30.0,15.0,CASH,YES,UNKNOWN,12,12,Friday,July
5535,ZONE-A,CAR,2024-07-18 16:00:00,60.0,30.0,30.0,UPI,NO,REGULAR,16,18,Thursday,July
5536,ZONE-A,CAR,2024-05-06 07:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,7,6,Monday,May
5537,UNKNOWN,CAR,2024-03-13 19:00:00,240.0,30.0,120.0,UNKNOWN,YES,VISITOR,19,13,Wednesday,March
5539,ZONE-A,UNKNOWN,2024-05-04 03:00:00,60.0,30.0,30.0,CARD,NO,UNKNOWN,3,4,Saturday,May
5540,ZONE-C,CAR,2024-07-23 08:00:00,120.0,40.0,80.0,CARD,YES,VISITOR,8,23,Tuesday,July
5542,UNKNOWN,BIKE,2024-03-18 11:00:00,15.0,40.0,10.0,CARD,YES,VISITOR,11,18,Monday,March
5543,ZONE-A,EV,2024-01-19 18:00:00,120.0,20.0,40.0,UPI,YES,REGULAR,18,19,Friday,January
5544,ZONE-A,BIKE,2024-05-29 08:00:00,120.0,30.0,60.0,UNKNOWN,NO,VISITOR,8,29,Wednesday,May
5545,ZONE-A,UNKNOWN,2024-05-30 10:00:00,15.0,30.0,7.5,CASH,YES,VISITOR,10,30,Thursday,May
5546,ZONE-A,EV,2024-02-20 18:00:00,60.0,20.0,20.0,UPI,NO,VISITOR,18,20,Tuesday,February
5547,ZONE-B,BIKE,2024-04-09 18:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,18,9,Tuesday,April
5548,ZONE-C,CAR,2024-03-27 18:00:00,15.0,40.0,10.0,CARD,NO,REGULAR,18,27,Wednesday,March
5549,ZONE-A,BIKE,2024-07-22 13:00:00,60.0,40.0,40.0,UNKNOWN,NO,REGULAR,13,22,Monday,July
5550,UNKNOWN,BIKE,2024-03-06 05:00:00,240.0,20.0,80.0,CARD,YES,REGULAR,5,6,Wednesday,March
5551,ZONE-B,BIKE,2024-02-11 01:00:00,30.0,30.0,15.0,UNKNOWN,YES,REGULAR,1,11,Sunday,February
5552,ZONE-A,BIKE,2024-06-17 01:00:00,15.0,40.0,10.0,UNKNOWN,YES,REGULAR,1,17,Monday,June
5553,ZONE-C,CAR,2024-04-01 09:00:00,15.0,40.0,10.0,CASH,YES,VISITOR,9,1,Monday,April
5554,ZONE-B,CAR,2024-05-15 17:00:00,15.0,30.0,7.5,CARD,NO,REGULAR,17,15,Wednesday,May
5556,ZONE-C,CAR,2024-01-10 10:00:00,60.0,40.0,40.0,CASH,YES,REGULAR,10,10,Wednesday,January
5558,ZONE-B,CAR,2024-03-10 06:00:00,60.0,40.0,40.0,UPI,NO,VISITOR,6,10,Sunday,March
5559,ZONE-A,CAR,2024-06-13 13:00:00,15.0,30.0,7.5,UNKNOWN,NO,UNKNOWN,13,13,Thursday,June
5562,ZONE-A,CAR,2024-02-26 18:00:00,240.0,20.0,80.0,CASH,NO,VISITOR,18,26,Monday,February
5563,ZONE-A,BIKE,2024-04-15 00:00:00,240.0,20.0,80.0,UPI,NO,REGULAR,0,15,Monday,April
5564,ZONE-C,BIKE,2024-06-05 15:00:00,15.0,40.0,10.0,CASH,NO,REGULAR,15,5,Wednesday,June
5565,ZONE-C,CAR,2024-07-28 17:00:00,15.0,40.0,10.0,CARD,NO,REGULAR,17,28,Sunday,July
5566,ZONE-C,CAR,2024-02-25 21:00:00,15.0,30.0,7.5,UPI,YES,REGULAR,21,25,Sunday,February
5568,ZONE-B,CAR,2024-02-23 15:00:00,30.0,30.0,15.0,UNKNOWN,YES,VISITOR,15,23,Friday,February
5569,ZONE-A,CAR,2024-04-21 00:00:00,60.0,30.0,30.0,UNKNOWN,NO,VISITOR,0,21,Sunday,April
5570,UNKNOWN,CAR,2024-05-08 22:00:00,5.0,20.0,1.67,UPI,NO,VISITOR,22,8,Wednesday,May
5571,ZONE-A,BIKE,2024-01-06 22:00:00,30.0,30.0,15.0,CASH,YES,REGULAR,22,6,Saturday,January
5572,ZONE-C,CAR,2024-03-02 00:00:00,15.0,30.0,7.5,CASH,YES,VISITOR,0,2,Saturday,March
5573,ZONE-C,CAR,2024-06-10 07:00:00,60.0,20.0,20.0,CARD,YES,VISITOR,7,10,Monday,June
5575,ZONE-A,BIKE,2024-02-17 17:00:00,60.0,40.0,40.0,UPI,YES,REGULAR,17,17,Saturday,February
5576,ZONE-C,CAR,2024-01-21 09:00:00,5.0,20.0,1.67,UPI,YES,VISITOR,9,21,Sunday,January
5578,ZONE-C,CAR,2024-02-02 14:00:00,30.0,30.0,15.0,CASH,YES,REGULAR,14,2,Friday,February
5579,ZONE-A,CAR,2024-01-30 12:00:00,240.0,30.0,120.0,CASH,NO,UNKNOWN,12,30,Tuesday,January
5580,UNKNOWN,UNKNOWN,2024-03-31 19:00:00,240.0,30.0,120.0,UPI,NO,REGULAR,19,31,Sunday,March
5581,UNKNOWN,EV,2024-01-11 21:00:00,60.0,40.0,40.0,CASH,NO,REGULAR,21,11,Thursday,January
5582,ZONE-C,BIKE,2024-07-03 22:00:00,120.0,20.0,40.0,CASH,NO,VISITOR,22,3,Wednesday,July
5583,ZONE-A,CAR,2024-05-24 15:00:00,240.0,20.0,80.0,CASH,NO,VISITOR,15,24,Friday,May
5584,UNKNOWN,EV,2024-01-17 09:00:00,15.0,40.0,10.0,CASH,NO,REGULAR,9,17,Wednesday,January
5585,ZONE-C,EV,2024-03-14 23:00:00,60.0,20.0,20.0,UPI,YES,REGULAR,23,14,Thursday,March
5586,ZONE-A,BIKE,2024-04-05 21:00:00,15.0,20.0,5.0,CASH,YES,UNKNOWN,21,5,Friday,April
5587,ZONE-C,CAR,2024-03-18 02:00:00,60.0,30.0,30.0,UPI,NO,VISITOR,2,18,Monday,March
5589,ZONE-C,CAR,2024-04-07 13:00:00,240.0,30.0,120.0,UPI,YES,VISITOR,13,7,Sunday,April
5590,ZONE-A,BIKE,2024-06-19 07:00:00,120.0,40.0,80.0,CASH,NO,VISITOR,7,19,Wednesday,June
5591,UNKNOWN,UNKNOWN,2024-06-11 18:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,18,11,Tuesday,June
5592,ZONE-A,CAR,2024-03-14 19:00:00,30.0,30.0,15.0,UNKNOWN,YES,VISITOR,19,14,Thursday,March
5593,ZONE-C,CAR,2024-03-24 20:00:00,120.0,30.0,60.0,CASH,YES,REGULAR,20,24,Sunday,March
5594,ZONE-B,CAR,2024-06-22 03:00:00,5.0,40.0,3.33,CASH,YES,VISITOR,3,22,Saturday,June
5595,UNKNOWN,BIKE,2024-06-06 06:00:00,120.0,40.0,80.0,UNKNOWN,NO,VISITOR,6,6,Thursday,June
5599,ZONE-B,BIKE,2024-05-30 18:00:00,5.0,30.0,2.5,CARD,YES,VISITOR,18,30,Thursday,May
5601,ZONE-C,BIKE,2024-05-29 13:00:00,60.0,20.0,20.0,UPI,NO,UNKNOWN,13,29,Wednesday,May
5602,ZONE-A,BIKE,2024-05-10 14:00:00,15.0,30.0,7.5,CARD,YES,UNKNOWN,14,10,Friday,May
5603,ZONE-B,EV,2024-05-03 14:00:00,30.0,40.0,20.0,CASH,NO,REGULAR,14,3,Friday,May
5604,ZONE-A,CAR,2024-02-19 14:00:00,60.0,40.0,40.0,UPI,NO,REGULAR,14,19,Monday,February
5605,ZONE-A,CAR,2024-03-15 23:00:00,15.0,40.0,10.0,UPI,NO,REGULAR,23,15,Friday,March
5606,UNKNOWN,BIKE,2024-06-04 11:00:00,60.0,40.0,40.0,CASH,YES,REGULAR,11,4,Tuesday,June
5607,ZONE-B,EV,2024-03-06 23:00:00,60.0,30.0,30.0,CASH,YES,REGULAR,23,6,Wednesday,March
5608,ZONE-A,UNKNOWN,2024-02-25 20:00:00,30.0,40.0,20.0,CASH,YES,VISITOR,20,25,Sunday,February
5611,ZONE-A,CAR,2024-05-18 08:00:00,240.0,30.0,120.0,UNKNOWN,NO,VISITOR,8,18,Saturday,May
5612,ZONE-A,UNKNOWN,2024-02-29 13:00:00,30.0,40.0,20.0,CARD,YES,VISITOR,13,29,Thursday,February
5613,UNKNOWN,CAR,2024-01-03 21:00:00,15.0,30.0,7.5,UPI,NO,VISITOR,21,3,Wednesday,January
5614,ZONE-A,CAR,2024-06-19 14:00:00,60.0,20.0,20.0,CARD,NO,VISITOR,14,19,Wednesday,June
5615,ZONE-B,EV,2024-05-24 14:00:00,5.0,30.0,2.5,UPI,YES,REGULAR,14,24,Friday,May
